ok	lemma	pos	rank	current	suggested	note
y	computadora	sustantivo	4212	Máquina que maneja datos y hace cálculos.	Máquina que maneja datos y hace cálculos.	agent ok
y	suspender	verbo	4215	Parar algo de forma temporal.	Parar algo de forma temporal.	agent ok
y	traer	verbo	4219	Llevar algo hacia quien habla.	Llevar algo hacia quien habla.	agent ok
y	dedo	sustantivo	4220	Cada una de las partes largas de la mano.	Cada una de las partes largas de la mano.	agent ok
y	moderno	adjetivo	4222	Que pertenece a la época actual.	Que pertenece a la época actual.	agent ok
y	capa	sustantivo	4223	Cubierta que se pone sobre algo.	Cubierta que se pone sobre algo.	agent ok
y	puro	adjetivo	4224	Que no tiene mezcla de otra cosa.	Que no tiene mezcla de otra cosa.	agent ok
y	campesino	sustantivo	4225	Persona que trabaja la tierra.	Persona que trabaja la tierra.	agent ok
y	economista	sustantivo	4227	Persona que estudia o trabaja en economía.	Experto que estudia el dinero, la producción y el comercio.	agent fix: "economía" is the headword's own family.
y	testimonio	sustantivo	4228	Declaración de lo que alguien vio o escuchó.	Declaración de lo que alguien vio o escuchó.	agent ok
y	despliegue	sustantivo	4229	Acción de mostrar algo con fuerza.	Acción de enviar tropas o medios a un lugar.	agent fix: "mostrar algo con fuerza" is wrong; basic news-and-general sense is deploying/spreading out.
y	quiebra	sustantivo	4231	Situación en que una empresa no puede pagar sus deudas.	Situación en que una empresa no puede pagar sus deudas.	agent ok
y	alusión	sustantivo	4232	Referencia a algo o alguien sin decirlo de forma directa.	Referencia a algo o alguien sin decirlo de forma directa.	agent ok
y	corona	sustantivo	4233	Círculo de metal que se pone en la cabeza como signo de poder.	Círculo de metal que lleva en la cabeza un rey o reina.	agent fix: Over 12 words.
y	noroeste	sustantivo	4237	Dirección entre el norte y el oeste.	Dirección entre el norte y el oeste.	agent ok
y	prohibir	verbo	4239	Ordenar que alguien no haga algo.	Ordenar que alguien no haga algo.	agent ok
y	legado	sustantivo	4241	Bienes o ideas que alguien deja al morir.	Bienes o ideas que alguien deja al morir.	agent ok
y	completar	verbo	4244	Terminar algo para estar entero.	Añadir a algo lo que le falta para que esté entero.	agent fix: Original "Terminar algo para estar entero" has a broken subject (who is entero?).
y	cuidar	verbo	4245	Atender a alguien o algo para que no reciba daño.	Atender a alguien o algo para que no reciba daño.	agent ok
y	operar	verbo	4246	Realizar una intervención en un hospital.	Hacer una cirugía en el cuerpo de un enfermo.	agent fix: "Realizar una intervención en un hospital" is vague; intervention could be anything done in a hospital.
y	procurador	sustantivo	4248	Persona que representa a otra en un juicio.	Persona que representa a otra en un juicio.	agent ok
y	universitario	sustantivo	4251	Estudiante o persona que ya terminó una universidad.	Persona que estudia o estudió en la universidad.	agent fix: "terminó una universidad" is unnatural Spanish. [family flag: universidad]
y	enfoque	sustantivo	4252	Manera particular de ver o tratar un asunto.	Manera particular de ver o tratar un asunto.	agent ok
y	prestación	sustantivo	4253	Ayuda o servicio que ofrece una institución.	Ayuda o servicio que ofrece una institución.	agent ok
y	barril	sustantivo	4259	Envase grande de metal para contener cosas.	Gran objeto de madera o metal para guardar vino, cerveza o petróleo.	agent ok
y	derrotar	verbo	4261	Vencer al equipo contrario en un partido.	Vencer a un rival o enemigo en una lucha o competición.	agent fix: Too narrow: limited to a team in a match; basic sense covers enemies and rivals.
y	enfatizar	verbo	4262	Dar mayor importancia a una idea o hecho.	Dar mayor importancia a una idea o hecho.	agent ok
y	soberanía	sustantivo	4266	Poder total e independiente de un país.	Poder total e independiente de un país.	agent ok
y	banquillo	sustantivo	4271	Lugar para jugadores que no están en un partido de deporte.	Lugar donde se sienta un jugador que no está jugando.	agent fix: Inaccurate: substitutes are in the match, just not playing.
y	emitir	verbo	4273	Enviar una señal o programa por radio o televisión.	Enviar una señal o programa por radio o televisión.	agent ok
y	precisión	sustantivo	4279	Característica de algo sin errores ni fallos.	Característica de algo sin errores ni fallos.	agent ok
y	acordar	verbo	4281	Llegar a un pacto con otras personas.	Llegar a un pacto con otras personas.	agent ok
y	cortar	verbo	4282	Separar algo con un instrumento.	Separar algo con un instrumento.	agent ok
y	toro	sustantivo	4283	Animal grande usado en fiestas.	Animal grande y fuerte del ganado, famoso en las fiestas españolas.	agent fix: "Animal grande usado en fiestas" too vague (horse, etc.); macho/vaca/cuernos not in the book.
y	propaganda	sustantivo	4284	Información que busca convencer a la gente.	Información que busca convencer a la gente.	agent ok
y	inocencia	sustantivo	4285	Estado de quien no cometió un delito.	Estado de quien no cometió un delito.	agent ok
y	buscador	sustantivo	4286	Programa que encuentra datos en internet.	Programa que encuentra datos en internet.	agent ok
y	composición	sustantivo	4287	Forma en que se unen las partes de algo.	Forma en que se unen las partes de algo.	agent ok
y	describir	verbo	4288	Decir cómo es algo o alguien con palabras.	Decir cómo es algo o alguien con palabras.	agent ok
y	comunicar	verbo	4291	Decir algo a alguien para que lo sepa.	Decir algo a alguien para que lo sepa.	agent ok
y	taller	sustantivo	4294	Lugar donde se hacen o se arreglan objetos.	Lugar donde se hacen o se ponen bien objetos y máquinas.	agent fix: 13 words, over the 12-word limit
y	invasión	sustantivo	4295	Entrada violenta de tropas en territorio de otro país.	Entrada violenta de tropas en territorio de otro país.	agent ok
y	bienvenida	sustantivo	4296	Palabras que se dicen a quien llega a un lugar.	Palabras que se dicen a quien llega a un lugar.	agent ok
y	excusa	sustantivo	4298	Razón que se da para justificar una falta.	Razón que se da para justificar una falta.	agent ok
y	bolsillo	sustantivo	4303	Parte de la ropa que sirve para guardar cosas.	Parte de la ropa que sirve para guardar cosas.	agent ok
y	pulgada	sustantivo	4306	Medida que mide 2,54 centímetros.	Unidad de medida igual a 2,54 centímetros.	agent fix: "Medida que mide" is redundant and clumsy.
y	comedia	sustantivo	4308	Obra de teatro o cine que hace reír a la gente.	Obra de teatro o de cine con humor y final feliz.	agent ok
y	bebida	sustantivo	4310	Líquido que se toma para quitar la sed.	Líquido que se toma, como el agua o el vino.	agent ok
y	integrar	verbo	4314	Unir partes para formar un todo.	Unir partes para formar un todo.	agent ok
y	maíz	sustantivo	4315	Planta de granos que se come y son amarillos.	Planta alta cuyo fruto amarillo se come.	agent ok
y	extensión	sustantivo	4317	Distancia o superficie que ocupa algo.	Distancia o superficie que ocupa algo.	agent ok
y	ascender	verbo	4318	Subir a un nivel o puesto superior.	Subir a un nivel o puesto superior.	agent ok
y	expresidente	sustantivo	4319	Persona que ya no ocupa la presidencia.	Persona que ocupó antes la presidencia y ya no la ocupa.	agent fix: "ya no ocupa la presidencia" also fits anyone who never held it.
y	elaborar	verbo	4320	Preparar algo con cuidado y detalle.	Preparar algo con cuidado y detalle.	agent ok
y	rodilla	sustantivo	4321	Parte de la pierna que permite doblarla y caminar.	Unión entre la parte alta y la parte baja de la pierna.	agent fix: 14 words, over the 12-word limit
y	comando	sustantivo	4323	Grupo militar que realiza operaciones especiales.	Grupo militar que realiza operaciones especiales.	agent ok
y	círculo	sustantivo	4324	Figura con todos los puntos a la misma distancia del centro.	Figura con todos los puntos a la misma distancia del centro.	agent ok
y	comisario	sustantivo	4325	Oficial de policía de alto rango.	Oficial de policía de alto rango.	agent ok
y	recorrer	verbo	4327	Ir por un lugar de un extremo a otro.	Ir por un lugar de un extremo a otro.	agent ok
y	abandono	sustantivo	4328	Acción de dejar solo algo o a alguien.	Acción de dejar solo algo o a alguien.	agent ok
y	federación	sustantivo	4330	Grupo de estados o entidades que trabajan juntos.	Grupo de estados o entidades que trabajan juntos.	agent ok
y	escaño	sustantivo	4333	Lugar donde se sienta un representante en asamblea.	Lugar donde se sienta un representante en el parlamento.	agent fix: Missing article ("en asamblea"): ungrammatical.
y	eficacia	sustantivo	4335	Capacidad de lograr el resultado buscado.	Capacidad de lograr el resultado buscado.	agent ok
y	pase	sustantivo	4339	Acción de enviar el balón a otro.	Acción de enviar el balón a un compañero.	agent fix: "a otro" is incomplete and unnatural.
y	imperio	sustantivo	4340	Estado que controla otros territorios.	Estado que controla otros territorios.	agent ok
y	oscuro	adjetivo	4341	Que tiene poca o ninguna luz.	Que tiene poca o ninguna luz.	agent ok
y	paradero	sustantivo	4342	Lugar donde se encuentra alguien.	Lugar donde se encuentra alguien.	agent ok
y	poderoso	adjetivo	4343	Que tiene gran fuerza o influencia.	Que tiene gran fuerza o influencia.	agent ok
y	seno	sustantivo	4345	Parte del pecho de la mujer.	Parte del pecho de la mujer.	agent ok
y	fomentar	verbo	4350	Impulsar el desarrollo o crecimiento de algo.	Impulsar el desarrollo o crecimiento de algo.	agent ok
y	entusiasmo	sustantivo	4351	Sentimiento de alegría y gran interés.	Sentimiento de alegría y gran interés.	agent ok
y	anonimato	sustantivo	4353	Situación de quien permanece sin ser reconocido.	Situación de quien permanece sin ser reconocido.	agent ok
y	lágrima	sustantivo	4355	Líquido que sale del ojo cuando se llora.	Agua que sale del ojo al llorar.	agent fix: 'Poco de agua' is unnatural Spanish
y	panista	sustantivo	4356	Miembro o seguidor de ese partido político.	Miembro o seguidor del partido mexicano Acción Nacional.	agent fix: "ese partido" refers to nothing; party never named. Regional news word.
y	convenir	verbo	4359	Resultar adecuado o bueno para alguien.	Resultar adecuado o bueno para alguien.	agent ok
y	loco	adjetivo	4365	Que ha perdido la razón o el juicio.	Que ha perdido la razón o el juicio.	agent ok
y	vos	pronombre	4366	Forma de dirigirse a la persona con quien se habla.	Tú, en el habla de Argentina y otros países americanos.	agent fix: "Forma de dirigirse a la persona con quien se habla" also fits tú and usted.
y	convivencia	sustantivo	4369	Manera de vivir juntos varias personas.	Manera de vivir juntos varias personas.	agent ok
y	columna	sustantivo	4376	Pieza alta que sostiene una estructura.	Pieza alta que sostiene una estructura.	agent ok
y	marihuana	sustantivo	4378	Planta cuyas hojas se usan como droga.	Planta cuyas hojas se usan como droga.	agent ok
y	cruzar	verbo	4379	Ir de un lado a otro de un lugar.	Ir de un lado a otro de un lugar.	agent ok
y	acoso	sustantivo	4380	Acción de seguir o molestar a alguien.	Acción de hacer daño a alguien una y otra vez.	agent ok
y	recortar	verbo	4381	Reducir la cantidad o tamaño de algo.	Reducir la cantidad o tamaño de algo.	agent ok
y	trama	sustantivo	4386	Historia que cuenta una obra.	Historia que cuenta una obra.	agent ok
y	divorcio	sustantivo	4387	Fin legal de un matrimonio.	Fin legal de un matrimonio.	agent ok
y	lateral	adjetivo	4388	Que está en un lado o costado.	Que está en un lado o costado.	agent ok
y	variedad	sustantivo	4390	Diferencia o diversidad entre cosas.	Diferencia o diversidad entre cosas.	agent ok
y	disputar	verbo	4391	Luchar contra otro por algo importante.	Luchar contra otro por algo importante.	agent ok
y	dios	sustantivo	4392	Ser al que se reza en religión.	Ser superior que, según una religión, creó el mundo.	agent ok
y	incidencia	sustantivo	4396	Frecuencia con que ocurre un hecho.	Frecuencia con que ocurre un hecho.	agent ok
y	inversionista	sustantivo	4402	Persona que pone dinero en negocios.	Persona que pone dinero en negocios.	agent ok
y	prestar	verbo	4404	Dar algo por tiempo limitado a otro.	Dar algo por tiempo limitado a otro.	agent ok
y	mentira	sustantivo	4406	Dicho falso que engaña a otros.	Algo que se dice sabiendo que no es verdad.	agent ok
y	mensual	adjetivo	4408	Que ocurre o se paga cada mes.	Que ocurre o se paga cada mes.	agent ok
y	invitación	sustantivo	4409	Petición para asistir a un acto.	Petición para asistir a un acto.	agent ok
y	simpatizante	sustantivo	4410	Persona que apoya una causa sin ser miembro.	Persona que apoya una causa sin ser miembro.	agent ok
y	efectividad	sustantivo	4411	Capacidad de lograr el resultado buscado.	Capacidad de lograr el resultado buscado.	agent ok
y	mandar	verbo	4415	Decir a alguien que haga algo.	Decir a alguien que haga algo.	agent ok
y	incorporación	sustantivo	4421	Acción de unir una cosa a otra.	Acción de unir una cosa a otra.	agent ok
y	proporción	sustantivo	4424	Relación entre el tamaño de dos cosas.	Relación entre el tamaño de dos cosas.	agent ok
y	separar	verbo	4425	Poner distancia entre cosas o personas.	Poner distancia entre cosas o personas.	agent ok
y	asiático	adjetivo	4426	Que pertenece a ese continente o sus habitantes.	Del continente más grande del mundo o de sus habitantes.	agent fix: "ese continente" refers to nothing (Asia not in the book).
y	contento	adjetivo	4428	Que siente alegría o satisfacción.	Que siente alegría o satisfacción.	agent ok
y	compatriota	sustantivo	4431	Persona de la misma nación que otra.	Persona de la misma nación que otra.	agent ok
y	lento	adjetivo	4434	Que se mueve o actúa con poca rapidez.	Que se mueve o actúa con poca rapidez.	agent ok
y	broma	sustantivo	4435	Dicho o hecho para causar alegría.	Dicho o hecho divertido que no va en serio.	agent fix: "para causar alegría" too vague (a gift causes joy).
y	síntoma	sustantivo	4436	Señal de una enfermedad o situación.	Señal de una enfermedad o situación.	agent ok
y	devolver	verbo	4437	Entregar algo a quien lo tenía antes.	Entregar algo a quien lo tenía antes.	agent ok
y	adquisición	sustantivo	4439	Acción de conseguir algo que no se tenía.	Acción de conseguir algo que no se tenía.	agent ok
y	sustancia	sustantivo	4442	Materia de la que algo está hecho.	Materia de la que algo está hecho.	agent ok
y	tiroteo	sustantivo	4443	Acción de disparar armas de fuego muchas veces.	Acción de disparar armas de fuego muchas veces.	agent ok
y	centavo	sustantivo	4444	Moneda que vale la parte más pequeña de un peso.	Cada una de las cien partes de un peso o dólar.	agent fix: Wrong: a centavo is one hundredth, not "the smallest part" of a peso.
y	finalidad	sustantivo	4445	Objetivo que se busca con una acción.	Objetivo que se busca con una acción.	agent ok
y	sabor	sustantivo	4448	Sensación que produce un alimento en la boca.	Sensación que produce un alimento en la boca.	agent ok
y	transformación	sustantivo	4449	Cambio de forma o de naturaleza de algo.	Cambio de forma o de naturaleza de algo.	agent ok
y	hoja	sustantivo	4451	Parte verde de una planta.	Parte verde de una planta.	agent ok
y	valorar	verbo	4455	Determinar el precio o la importancia de algo.	Determinar el precio o la importancia de algo.	agent ok
y	continuación	sustantivo	4457	Parte que sigue a algo anterior.	Parte que sigue a algo anterior.	agent ok
y	ladrón	sustantivo	4464	Persona que toma cosas de otros.	Persona que toma cosas de otros.	agent ok
y	minero	sustantivo	4465	Persona que trabaja en mina.	Persona que trabaja en una mina.	agent fix: Missing article ("en mina"): ungrammatical.
y	levantamiento	sustantivo	4466	Acción de subir o de luchar contra el poder.	Acción de subir o de luchar contra el poder.	agent ok
y	imaginar	verbo	4467	Formar idea de algo en mente.	Formar una idea de algo en la mente.	agent fix: Missing articles ("Formar idea... en mente"): ungrammatical.
y	islamista	sustantivo	4468	Persona que defiende un gobierno con reglas religiosas.	Persona que defiende un gobierno con reglas religiosas.	agent ok
y	satélite	sustantivo	4470	Objeto que orbita alrededor de planeta.	Objeto que gira alrededor de un planeta.	agent fix: Missing article ("de planeta"): ungrammatical.
y	milagro	sustantivo	4471	Hecho imposible que ocurre.	Hecho sin explicación natural que se cree obra de Dios.	agent fix: "Hecho imposible que ocurre" is self-contradictory and misses the divine sense.
y	dinámica	sustantivo	4473	Forma en que algo cambia con el tiempo.	Forma en que algo cambia con el tiempo.	agent ok
y	giro	sustantivo	4476	Movimiento circular de un objeto o persona.	Movimiento circular de un objeto o persona.	agent ok
y	caza	sustantivo	4477	Actividad de buscar y tomar animales.	Actividad de buscar y tomar animales.	agent ok
y	combatiente	sustantivo	4478	Persona que participa en una lucha armada.	Persona que participa en una lucha armada.	agent ok
y	pánico	sustantivo	4481	Miedo muy fuerte que impide actuar.	Miedo muy fuerte que impide actuar.	agent ok
y	existente	adjetivo	4483	Que se encuentra presente o disponible ahora.	Que se encuentra presente o disponible ahora.	agent ok
y	probabilidad	sustantivo	4484	Posibilidad de que ocurra un suceso.	Posibilidad de que ocurra un suceso.	agent ok
y	juzgar	verbo	4485	Estudiar un caso para tomar una decisión sobre él.	Estudiar un caso para tomar una decisión sobre él.	agent ok
y	octavo	numeral	4487	Que ocupa la posición número ocho en orden.	Que ocupa la posición número ocho en orden.	agent ok
y	subasta	sustantivo	4489	Venta pública donde se ofrece al que paga más.	Venta pública donde se ofrece al que paga más.	agent ok
y	acreedor	sustantivo	4490	Persona a quien otra debe dinero.	Persona a quien otra debe dinero.	agent ok
y	colaborador	sustantivo	4491	Persona que ayuda a otra en una tarea.	Persona que ayuda a otra en una tarea.	agent ok
y	disculpa	sustantivo	4493	Razón que se da para pedir perdón.	Palabras con que se pide perdón por una falta.	agent fix: A disculpa is the apology itself, not a reason given to ask forgiveness.
y	conectar	verbo	4496	Unir una cosa con otra para que funcione.	Unir una cosa con otra para que funcione.	agent ok
y	medir	verbo	4498	Saber la cantidad o el tamaño de algo.	Saber la cantidad o el tamaño de algo.	agent ok
y	rebelión	sustantivo	4500	Acción de luchar contra la autoridad con fuerza.	Acción de luchar contra la autoridad con fuerza.	agent ok
y	reloj	sustantivo	4501	Objeto que indica la hora del día.	Objeto que indica la hora del día.	agent ok
y	contundente	adjetivo	4502	Que convence de forma clara y fuerte.	Que no deja duda por su fuerza.	agent ok
y	papa	sustantivo	4508	Hombre que dirige la iglesia católica.	Hombre que dirige la iglesia católica.	agent ok
y	obispo	sustantivo	4509	Hombre que dirige una zona de la iglesia.	Hombre que dirige una zona de la iglesia.	agent ok
y	obviamente	adverbio	4510	De manera que se ve con claridad.	De manera que se ve con claridad.	agent ok
y	mío	pronombre	4511	Que me pertenece a mí.	Que me pertenece a mí.	agent ok
y	sentar	verbo	4515	Colocar a alguien en un lugar para descansar.	Poner a alguien, o ponerse uno mismo, en una silla.	agent fix: listed forms are sentarse/sentado, so the pronominal use must be covered
y	ruptura	sustantivo	4516	Acción de romper algo de golpe.	Acción de romper algo de golpe.	agent ok
y	gastar	verbo	4517	Usar dinero para comprar algo.	Usar dinero para comprar algo.	agent ok
y	observador	sustantivo	4518	Persona que mira con atención.	Persona que mira con atención.	agent ok
y	agradecer	verbo	4519	Mostrar que se valora un favor recibido.	Mostrar que se valora un favor recibido.	agent ok
y	consideración	sustantivo	4520	Atención que se presta a algo.	Atención que se presta a algo.	agent ok
y	inmediación	sustantivo	4522	Lugar muy cercano a otro.	Lugar muy cercano a otro.	agent ok
y	recaudación	sustantivo	4525	Dinero que se cobra de impuestos.	Dinero que se cobra de impuestos.	agent ok
y	privacidad	sustantivo	4526	Derecho a que otros no vean o sepan datos personales.	Derecho a que otros no vean o sepan datos personales.	agent ok
y	contribuir	verbo	4529	Dar dinero o ayuda para un fin común.	Dar dinero o ayuda para un fin común.	agent ok
y	ambiental	adjetivo	4530	Que tiene relación con el medio que rodea a personas y animales.	Que tiene relación con el medio que rodea a personas y animales.	agent ok
y	depresión	sustantivo	4531	Estado de tristeza profunda y continua.	Enfermedad en la que la persona siente una pena profunda y continua.	agent ok
y	eficiente	adjetivo	4538	Que logra buenos resultados con poco esfuerzo.	Que logra buenos resultados con poco esfuerzo.	agent ok
y	atacante	sustantivo	4540	Persona que agrede o lanza ofensiva contra otra.	Persona que usa la violencia contra otra; en deportes, delantero.	agent fix: 'ataque' is an obvious family word of atacante
y	grabar	verbo	4541	Registrar sonidos o imágenes para guardarlos.	Guardar sonidos o imágenes en un aparato.	agent ok
y	denominar	verbo	4543	Dar un nombre específico a algo o alguien.	Dar un nombre a algo o a alguien.	agent ok
y	razonable	adjetivo	4545	Que parece justo o adecuado según la lógica.	Que parece justo o adecuado según la lógica.	agent ok
y	etc	adverbio	4547	Indica que la lista sigue de forma similar.	Indica que la lista sigue de forma similar.	agent ok
y	difundir	verbo	4548	Hacer que algo llegue a muchas personas.	Hacer que algo llegue a muchas personas.	agent ok
y	semejante	adjetivo	4549	Que tiene características iguales a algo.	Que se parece a otra cosa o persona.	agent fix: "iguales" is wrong; semejante means similar, not identical.
y	evacuación	sustantivo	4550	Acción de sacar personas de un lugar peligroso.	Acción de sacar personas de un lugar peligroso.	agent ok
y	ligeramente	adverbio	4551	De forma leve o con poco peso.	Un poco o de forma leve.	agent fix: "con poco peso" is not the basic sense; main sense is "slightly".
y	atraer	verbo	4554	Hacer que algo o alguien se acerque.	Hacer que algo o alguien venga hacia uno.	agent ok
y	carro	sustantivo	4560	Vehículo con cuatro ruedas que se mueve.	Vehículo con cuatro ruedas que se mueve.	agent ok
y	legalidad	sustantivo	4561	Condición de lo que sigue las leyes.	Condición de lo que sigue las leyes.	agent ok
y	fotógrafo	sustantivo	4562	Persona que toma fotos con una cámara.	Persona que toma fotos con una cámara.	agent ok
y	optimismo	sustantivo	4564	Actitud que espera resultados buenos.	Actitud que espera resultados buenos.	agent ok
y	azúcar	sustantivo	4569	Sustancia dulce que se saca de plantas.	Sustancia dulce que se saca de plantas.	agent ok
y	guitarra	sustantivo	4571	Instrumento musical de cuerda con caja de madera.	Instrumento musical de madera que se toca con los dedos.	agent ok
y	identificación	sustantivo	4572	Documento que prueba quién es alguien.	Documento que prueba quién es alguien.	agent ok
y	hallar	verbo	4573	Encontrar algo o a alguien que se busca.	Encontrar algo o a alguien que se busca.	agent ok
y	capturar	verbo	4578	Detener a alguien para llevarlo preso.	Detener a alguien para llevarlo preso.	agent ok
y	relatar	verbo	4580	Contar una historia o suceso con detalle.	Contar una historia o suceso con detalle.	agent ok
y	cirugía	sustantivo	4583	Operación médica que abre el cuerpo para sanar.	Parte de la medicina que trata enfermedades con una operación.	agent ok
y	poblar	verbo	4584	Llenar un lugar con personas que viven allí.	Llenar un lugar con personas que viven allí.	agent ok
y	productividad	sustantivo	4585	Cantidad de bienes que se producen en un tiempo.	Cantidad de bienes que se producen en un tiempo.	agent ok [family flag: producen]
y	rodaje	sustantivo	4587	Proceso de grabar una película o programa.	Proceso de grabar una película o programa.	agent ok
y	cúpula	sustantivo	4588	Parte superior de un edificio.	Techo alto en forma de medio círculo de algunas iglesias.	agent fix: "Parte superior de un edificio" too vague (roof, top floor).
y	órbita	sustantivo	4590	Trayectoria de un cuerpo alrededor de otro.	Trayectoria de un cuerpo alrededor de otro.	agent ok
y	hilo	sustantivo	4591	Objeto largo y delgado para unir o hacer ropa.	Material muy largo y de poco ancho con que se hace ropa.	agent fix: 14 words, over the 12-word limit
y	fianza	sustantivo	4592	Dinero que se entrega como garantía.	Dinero que se entrega como garantía.	agent ok
y	ética	sustantivo	4595	Conjunto de normas morales de una persona.	Conjunto de normas morales de una persona.	agent ok
y	signo	sustantivo	4600	Marca o señal que representa algo.	Marca o señal que representa algo.	agent ok
y	indignación	sustantivo	4602	Sentimiento fuerte de rabia ante algo que no es justo.	Sentimiento fuerte contra algo que parece que no es justo.	agent ok
y	justificar	verbo	4603	Explicar las razones de un acto.	Explicar las razones de un acto.	agent ok
y	confusión	sustantivo	4604	Estado de no entender algo con claridad.	Estado de no entender algo con claridad.	agent ok
y	infección	sustantivo	4605	Enfermedad producida por organismos que hacen daño.	Enfermedad producida por organismos que hacen daño.	agent ok
y	pro	sustantivo	4608	Ventaja o beneficio de algo positivo.	Ventaja o razón a favor de algo.	agent fix: "beneficio de algo positivo" is circular and unnatural.
y	drama	sustantivo	4610	Obra seria con conflicto humano.	Obra seria con conflicto humano.	agent ok
y	obvio	adjetivo	4611	Que se nota o entiende con facilidad.	Que se nota o entiende con facilidad.	agent ok
y	estrés	sustantivo	4613	Tensión mental por presión o preocupación.	Tensión mental por presión o preocupación.	agent ok
y	significativo	adjetivo	4618	Que tiene importancia o valor notable.	Que tiene importancia o valor notable.	agent ok
y	danza	sustantivo	4619	Movimiento del cuerpo al ritmo de la música.	Movimiento del cuerpo al ritmo de la música.	agent ok
y	condado	sustantivo	4620	Territorio bajo autoridad de un jefe.	División del territorio en algunos países de habla inglesa.	agent fix: "Territorio bajo autoridad de un jefe" too vague; fits any region.
y	faltar	verbo	4623	No estar presente algo necesario.	No estar presente algo necesario.	agent ok
y	autonómico	adjetivo	4625	Que tiene que ver con las autonomías.	De una región que tiene gobierno propio dentro de un país.	agent fix: Uses family word "autonomías".
y	placa	sustantivo	4628	Pieza dura que cubre o señala algo.	Pieza dura que cubre o señala algo.	agent ok
y	anotación	sustantivo	4631	Nota breve que registra un dato o detalle.	Nota breve que registra un dato o detalle.	agent ok
y	falla	sustantivo	4636	Error que impide el funcionamiento correcto.	Error que impide el funcionamiento correcto.	agent ok
y	relevo	sustantivo	4639	Cambio de una persona por otra en un puesto.	Cambio de una persona por otra en un puesto.	agent ok
y	deterioro	sustantivo	4643	Daño que empeora el estado de algo con el paso del tiempo.	Daño que hace peor el estado de algo con el tiempo.	agent ok
y	oír	verbo	4645	Sentir sonidos con el sentido del oído.	Recibir los sonidos que llegan a la cabeza.	agent ok
y	bola	sustantivo	4647	Objeto con forma redonda que se usa en juegos.	Objeto con forma de pelota.	agent ok
y	noveno	numeral	4649	Que ocupa el lugar número nueve en una serie.	Que ocupa el lugar número nueve en una serie.	agent ok
y	parlamento	sustantivo	4659	Lugar donde se reúnen representantes para hacer leyes.	Lugar donde se reúnen representantes para hacer leyes.	agent ok
y	caballo	sustantivo	4661	Animal grande de cuatro patas que se monta o tira de algo.	Animal grande y fuerte que las personas usan para viajar.	agent fix: 15 words, over the 12-word limit
y	muchacho	sustantivo	4662	Persona joven de sexo de hombre.	Chico o hombre joven.	agent fix: "de sexo de hombre" is ungrammatical, unnatural Spanish.
y	décimo	numeral	4663	Que ocupa el lugar número diez.	Que ocupa el lugar número diez.	agent ok
y	sello	sustantivo	4664	Papel que indica pago de impuestos.	Papel pequeño que se pone en las cartas para el correo.	agent fix: Tax stamp is not the basic sense; postage stamp is.
y	aerolínea	sustantivo	4665	Empresa que lleva pasajeros por aire.	Empresa que lleva pasajeros por aire.	agent ok
y	palo	sustantivo	4668	Pieza de madera larga y delgada.	Pieza de madera larga y de poco ancho.	agent ok
y	bicicleta	sustantivo	4669	Vehículo de dos ruedas que se mueve con los pies.	Vehículo de dos ruedas que se mueve con los pies.	agent ok
y	arrancar	verbo	4671	Iniciar el movimiento de un vehículo.	Iniciar el movimiento de un vehículo.	agent ok
y	liberar	verbo	4675	Poner en libertad a alguien preso.	Poner en libertad a alguien preso.	agent ok
y	presidir	verbo	4676	Dirigir una reunión o acto oficial.	Dirigir una reunión o acto oficial.	agent ok
y	rapidez	sustantivo	4679	Forma de ocurrir muy pronto.	Capacidad de moverse o actuar en poco tiempo.	agent fix: "Forma de ocurrir muy pronto" confuses speed with earliness.
y	sensibilidad	sustantivo	4681	Capacidad de sentir emociones o sensaciones.	Capacidad de sentir emociones o sensaciones.	agent ok
y	raza	sustantivo	4682	Grupo de personas con características físicas comunes.	Grupo de personas con características físicas comunes.	agent ok
y	monetario	adjetivo	4683	Que tiene relación con el dinero o la moneda de un país.	Que tiene relación con el dinero o la moneda de un país.	agent ok
y	porqué	sustantivo	4684	Motivo o razón que explica algo.	Motivo o razón que explica algo.	agent ok
y	brutal	adjetivo	4686	Que causa daño de forma violenta y fuerte.	Que causa daño de forma violenta y fuerte.	agent ok
y	podio	sustantivo	4689	Plataforma donde se premia a los tres primeros.	Lugar alto donde se ponen los tres primeros de una prueba.	agent ok
y	prestigio	sustantivo	4690	Buena fama o respeto que alguien merece.	Buena fama o respeto que alguien merece.	agent ok
y	carecer	verbo	4691	No tener algo necesario o importante.	No tener algo necesario o importante.	agent ok
y	personalmente	adverbio	4695	De forma directa y no por medio de otros.	De forma directa y no por medio de otros.	agent ok
y	foco	sustantivo	4697	Luz que alumbra un punto concreto.	Aparato que da una luz fuerte hacia un punto.	agent ok
y	bajada	sustantivo	4698	Camino o pendiente que va hacia abajo.	Camino o pendiente que va hacia abajo.	agent ok
y	llamamiento	sustantivo	4701	Petición pública para que alguien haga algo.	Petición pública para que alguien haga algo.	agent ok
y	amparo	sustantivo	4703	Ayuda que protege a alguien de un daño.	Ayuda que protege a alguien de un daño.	agent ok
y	dibujo	sustantivo	4705	Imagen hecha con líneas sobre una superficie.	Imagen hecha con líneas sobre una superficie.	agent ok
y	hipótesis	sustantivo	4709	Explicación posible que se debe comprobar.	Explicación posible que se debe comprobar.	agent ok
